index	sentence1	sentence2	label
2232	"Et ass e Vote vu Vertrauen datt de Momentum weider geet" sot den Doyle. De Moment schéngt och no Süden ze beweegen. D'mexikanesch Wahle sinn déi lescht Indikatioun datt d'Fräimaartreformen déi Latäinamerika an de leschte Jorzéngt geschwächt hunn politesch Akzeptanz gewannen. A Brasilien sinn d'Präisser staark geklommen reagéiert op de Mexiko Vote an op nei Emfroen déi dem fräie Maart Presidentschaftskandidat Fernando Henrique Cardoso favorabel sinn.	De Fernando Henrique Cardoso ass e Presidentschaftskandidat.	1
2233	Zwou Bommen déi no bei enger islamescher Schoul a Pakistan gepflanzt goufen hunn aacht Leit ëmbruecht an 42 anerer verletzt gëschter am leschten Ausbroch vu Gewalt am südlechen Hafe vu Karachi.	42 Mënsche si bei Karachi Bommenattack ëmbruecht.	0
2234	Wal-Mart huet viru kuerzem vill negativ Publizitéit kritt dorënner Ukloe datt et illegal Aarbechter benotzt huet an d'Mataarbechter ouni Pai während Mëttespaus gemaach hunn souwéi Reklamatiounen datt et d'Mataarbechter allgemeng ënnerbezuelt.	Wal-Mart konfrontéiert Uklo fir ënnerbezuelte Mataarbechter.	1
2235	D'Passioune ronderëm den Däitsche Finale Match bei den Euro 2004 Fussballmeeschterschaften sinn gewalteg ginn wéi eng Fra hire Partner an de Kapp gesteet huet well se de Match net op der Televisioun kucke wollt.	E Mann gouf wéinst engem Fussballsmatch erstach.	1
2236	Den 10 Deeg ale "Reagenzglas" Elefant gebuer am Colchester Zoo huet en Numm fonnt dank dem Internet!	Puppelchen Elefant gebuer	1
2237	Bagdad huet ugekënnegt datt et komplett mat der UNSCOM kooperéiere wäert awer uginn datt et net fir hiren Depart froe wäert.	Bagdad huet de komplette Stopp an hirer Zesummenaarbecht mat der UNSCOM ugekënnegt a sot och datt et se wäert froen ze verloossen.	0
2238	D'Fariba Ahmedi eng Fra Deputéiert vu Khandahar déi beim Ahmed-jan säi Begriefnes präsent war huet der Associated Press gesot: "De Feind vun Afghanistan huet hatt ëmbruecht awer si sollten wëssen datt et d'Fraen net aus dem Wee deen op deem mir sinn wäerte weidergoen. Manéier ". D'Sonja Bachmann en UN politeschen Offizéier deen den Ahmed-jan gutt kannt huet huet der New York Times gesot datt den Ahmed-jan "eng gutt Aarbecht gemaach huet si huet op eng ganz niddereg-Schlëssel Manéier geschafft an haart geschafft fir d'Sensibiliséierung iwwer Fraeproblemer ze erhéijen."	Fariba Ahmedi war Frënn mat Sonja Bachmann.	0
2239	De Bukowski huet d'Opmierksamkeet vum John Martin ugezunn deen 1965 Black Sparrow Press gegrënnt huet speziell fir hien ze publizéieren.	John Martin ass de Grënner vun Black Sparrow Press.	1
2240	Eng Ausso déi vun Al-Qaida soll kommen behaapt datt d'Terrorgrupp een Amerikaner ëmbruecht an en aneren zu Riyadh entfouert hat.	En US Bierger deen zu Riyadh schafft gouf entfouert nodeems e Kolleg an der selwechter Firma gëschter erschoss gouf.	1
2241	Den Drock vum Wäissen Haus gemellt vun irakeschen Beamten zu Bagdad an engem amerikanesche Beamten zu Washington e Sonndeg war eng Ännerung vun der Administratioun hir Hand-off Approche zu irakesch Politik.	Washington dréckt dem Irak seng Leadere fir Woche vu politeschem Deadlock opzehalen an eng nei Regierung sou séier wéi méiglech ze bilden soen US Beamten.	0
2242	Dëse Weekend 25. an 26. Mäerz war e grousse Weekend an der Géigend vun Ottawa fir Canadian Idol want a Be's. Canadian Idol ass en nationale Gesangkonkurrenz dee vum CTV Inc organiséiert gëtt eng kanadesch Broadcasting Kommunikatiounsfirma fir kanadesch Bierger. D'Televisiounssendung déi staark op "American Idol" baséiert ass zënter e puer Saisone weidergaang. An der Vergaangenheet goufen Auditioune bekannt fir Opstellunge vun Dausende vu Leit ze hunn awer dëst Joer nodeems Dir en Tour ronderëm déi nei Plaz gemaach huet schéngt et datt d'Line-up'en iwwerhaapt waren. D'Auditiounen am St. Laurent Shopping Mall ze hunn [1] mécht dat méi einfach gesot Idol Sécherheet Koordinator Rick Paciorek.[2] D'Organisateuren hunn decidéiert d'Art a Weis wéi d'Auditioune wäerte "rock a roll" änneren.	"Canadian Idol" ass e Concours fir Sänger.	1
2243	Ängscht gouf gëschter Owend gewuess fir d'Sécherheet vun enger "bedréckt" Mamm déi mat hirer behënnerter néng Joer aler Duechter verschwonnen ass. Florist Jude Richmond deenen hir Clienten d'kinneklech Famill enthalen gouf fir d'lescht gesi mat zerebral Palsy-Leider Millie Whitehead-Richmond wéi se e Sonndeg Nuecht doheem fortgaange sinn. D'Madame Richmond 41 gouf gesot zerstéiert ze sinn nodeems se vun hirem Mann a Geschäftspartner Nicholas Richmond fréier dëst Joer opgedeelt gouf. D'Police mengt datt si no der Trennung ëmmer méi depriméiert gouf. Si gëtt gesot datt si an engem "ganz vulnérablen Zoustand" zum Zäitpunkt vun hirem Verschwannen ass.	Jude Richmond ass e Blummenbuttek.	1
2244	Eng kierzlech gegrënnt dänesch Kleederfirma verkeeft um Internet T-Shirten fir de geheime Radiosender vun der kolumbianescher Guerillagrupp Revolutionary Armed Forces of Colombia (FARC) an de grafeschen Atelier vun der Popular Front for the Liberation of Palestine (PFLP) z'ënnerstëtzen. ). Tatsächlech ginn d'Sue vun dëse Gruppen benotzt fir hir terroristesch Aktivitéiten weiderzeféieren. FARC Aktivitéiten enthalen Entféierungen Masacres Bommen Erpressungen an den Drogenhandel. Fighters and Lovers verkeeft d'T-Shirten fir 170 DKK (US $ 27.6) vun deenen 35 DKK (US $ 5.7) solle bestemmt sinn fir béid bewaffnete Gruppen z'ënnerstëtzen.	Revolutionär Arméi vu Kolumbien huet sech mat Kämpfer a Liebhaber zesummegeschafft.	1
2245	De südafrikanesche President Thabo Mbeki den Haaptvermëttler am Friddensprozess vun der Côte d'Ivoire sot e Sonndeg datt Pretoria hir Interventioun an der westafrikanescher Natioun erhéicht fir de Wee fir d'Wahle méi spéit dëst Joer ze baneen.	Den Thabo Mbeki ass e Bierger vu Côte d'Ivoire.	0
2246	Bis 2010 hunn déi folgend Länner d'Potenzial fir méi Ueleg ze produzéieren wéi se jeemools produzéiert hunn: Saudi Arabien Irak Kuwait Vereenegt Arabesch Emirater Kasachstan a Bolivien.	Kuwait produzéiert méi Ueleg wéi all aner Land.	0
2247	Loki Torrent e Site deen Linken op BitTorrent Dateien verfollegt gouf vun der Filmindustrie fir Urheberrechtsverletzung am Dezember 14 2004 verklot awer huet decidéiert eng legal Verteidegung opzebauen. D'Sitebetreiber hunn e juristesche Verteidegungsfong ageriicht fir déi $ 30.000 pro Mount ze sammelen déi se schätzen wäerten néideg sinn fir juristesch Käschten ze decken. De Prozess gouf an engem US Distriktsgeriicht zu Texas am Numm vu Columbia Pictures - e grousse Filmstudio agereecht. De Prozess ass Deel vun der MPAA Kampagne fir Internet Piraterie ze knacken.	Loki Torrent gouf wéinst Mord verklot.	0
2248	Mat Washington Hiweiser kéint et seng haart Haltung erweichen fir den Deadlock ze briechen den Top US Negociateur Christopher Hill sot datt déi zwou Säiten d'Situatioun musse iwwerpréiwen.	Christopher Hill schafft fir d'USA.	1
2249	Konsumenten déi eng vun de kontaminéierte Pillen huelen kéinte e klengt Bauch Onbequemheet oder méiglech Schnëtt am Mond an Hals leiden sot d'FDA a bäigefüügt datt de Risiko vu schlëmmer Verletzung wäit ewech ass.	Kontaminéiert Pillen kënnen e klengen Magenerkrankung oder méiglech Schnëtt am Mond an Hals verursaachen.	1
2250	D'Moossnamen déi momentan a Kraaft sinn enthalen e Reesverbuet fir Senioren aus der Regierung awer Frankräich huet den Här Mugabe op e franséisch-afrikanesche Sommet de nächste Mount zu Paräis invitéiert wat verschidde Länner rosen.	Frankräich huet eng Rei Länner rosen andeems hien den Här Mugabe invitéiert huet op e franséisch-afrikanesche Sommet zu Paräis deelzehuelen.	1
2251	An der griichescher Mythologie war de Mount Olympus d'Haus vun de Gëtter an de Site vum Troun vum Zeus der Haaptgott.	De Mount Olympus ass a Griicheland.	0
2252	Elo huet de President Barack Obama iwwer seng Pläng fir d'Gesondheetsversuergung diskutéiert versprach "eng Kur" fir Kriibs an eiser Zäit ze fannen a gesot datt hien als Deel vum wirtschaftleche Stimuleringspaket d'Federal Sue fir Kriibsfuerschung ëm en Drëttel fir déi nächst zwee Joer. Kriibs war ëmmer eng deier Prioritéit. Zënter dem Krich géint Kriibs ugefaang huet huet den National Cancer Institute d'Haaptkriibsfuerschungsentitéit vun der Bundesregierung mat 4000 Mataarbechter eleng 105 Milliarden Dollar ausginn. An aner Regierungsagenturen Universitéiten Medikamentfirmen a Philantropien hunn ongezielt Milliarden méi gechipt.	De Sëtz vum National Cancer Institute ass zu Seattle.	0
2253	De leschte Mount hunn gebierteg Vugelfanger de Luzon Buttonquail (Turnix worcesteri oder Worcester's Buttonquail) am Dalton Pass e kale a wandgeschwächte Vugelpassage an de Caraballo Bierger an Nueva Vizcaya tëscht Cordillera Central a Sierra Madre Biergketten gefaangen a gefaangen.  am Norden Luzon. Déi selten Spezies déi virdru nëmme vu Vogelgänger bekannt waren duerch Zeechnungen baséiert op doudege Muséesexemplare déi viru e puer Joerzéngte gesammelt goufen gouf an engem Dokumentarfilm identifizéiert gefilmt op de Philippinen mam Numm Bye-Bye Birdie.	Luzon Buttonquail ass eng selten Aart aus de Philippinen.	1
2254	De Yunus deen den 14 Millioune Präis Freideg mat der Grameen Bank gedeelt huet déi hie virun 30 Joer gegrënnt huet huet d'Konzept vum "Mikrokredit" pionéiert. Et erlaabt ganz aarm Leit déi net fir traditionell Prête qualifizéieren Prête vu sou wéineg wéi e puer Dollar ouni Garantie ze kréien. D'Aktionäre vun de Banke sinn déi aarmt Leit déi se ënnerstëtzt.	De Yunus huet d'Grameen Bank virun 30 Joer gegrënnt.	1
2255	D'Journaliste vun der verstoppter BBC déi duerch Beroder vu London Industriellen geschitt ass hunn de Slavkov gefrot.	BBC Undercover Reporter déi sech als Beroder stellen déi fir London Geschäftsleit handelen froen de Slavkov.	0
2256	Mat $ 549 Milliounen a Cash ab dem 30. Juni kann Google et sech einfach leeschten ze änneren.	Eng 30 Milliounen Aktien goufen un d'Aarbechter vun der Firma zougewisen.	0
2257	Frae si schlecht vertrueden an Transaktiounen déi duerch Hypothekarobligatiounen finanzéiert ginn.	Frae si schlecht am Parlament vertrueden.	0
2258	Vertraulech schrëftlech Materialien déi angeblech aus enger Kierch geklaut goufen waren net "Handelsgeheimnisser" wéi definéiert vum Kalifornien Statut.	Handelsgeheimnisser goufen geklaut.	0
2259	Zéngdausende vu Kolumbianer a Venezuelaner hunn e Sonndeg e gratis Concert deelgeholl op enger Bréck déi déi zwee Länner verbënnt. Et gouf vum Grammy-Gewënner Rockkënschtler Juanes organiséiert fir d'Enn vun der diplomatescher Kris tëscht Kolumbien Venezuela an Ecuador ze feieren a fir friddlech Relatiounen an der Regioun weider ze verbesseren. De Concert "Peace Without Borders" gouf op der Simón Bolívar Bréck inszenéiert déi d'kolumbianesch Stad Cúcuta mat der venezuelanescher Stad San Antonio del Táchira verbënnt. "Et wier vill méi praktesch an einfach gewiescht et an enger Stad ze maachen" sot de Juanes dem Miami Herald "awer d'Grenz ass e Symbol vum Fridden tëscht alle Länner. An dëse Message ass fir jiddereen all d'Länner a Lateinamerika. an och d'USA."	Ecuador ass elo Alliéierten mat Kolumbien a Venezuela.	0
2260	De Käfer huet op der ganzer Welt en onheemleche Kultstatus erreecht net zulescht well seng Kreatioun de Start markéiert huet vun deem wat zënterhier déi gréissten Autosfirma an Europa gouf.	Europa produzéiert de "Beetle".	0
2261	Direkt no 1990 ass d'schwedesch Fruchtbarkeet awer an enger anerer eenzegaarteger Beweegung gefall a war 1998 an 1999 op 15 Kanner pro Fra gefall. Dëst ass deen niddregsten Gebuertsquote a Schweden jee obwuel iwwer dem europäeschen Duerchschnëtt.	Schweden ass dat europäescht Land mat dem héchsten Gebuertsquote.	0
2262	Dausende vun Truppe ginn agesat fir d'Stad Bogor ze sécheren wou de Bush Gespréicher mat sengem indonesesche Kolleg Susilo Bambang Yudhoyono hale soll.	Bush ass geplangt fir d'Stad Bogor ze besichen.	1
2263	Blue Mountain Lumber sot haut datt et e $ 30 Millioune Projet Offshore muss verlageren no enger Ëmweltgeriicht Decisioun déi et vun engem geplangten Entwécklungsplaz um Coromandel blockéiert huet.	Blue Mountain Lumber wäert eng Entwécklungsplaz um Coromandel lokaliséieren.	0
2264	De President vun der Côte d'Ivoire Laurent Gbagbo huet de 14. Juli nei Wahlgesetzer promulgéiert dorënner d'Schafung vun enger onofhängeger Wahlkommissioun fir d'Presidentschaftswahl ze iwwerwaachen déi fir den 30. Oktober geplangt ass.	Neiwahlen an der Côte d'Ivoire sinn de 14. Juli.	0
2265	Och ausgeschloss ass fir de Moment all Tie-up mat enger neier Allianz vu Sozialdemokrateschen Dissidenten a fréiere Kommunisten bekannt als déi Lénk Partei déi 87% gesammelt huet.	Et schéngt onwahrscheinlech datt et eng Koalitioun tëscht dem Gerhard Schröder senge Sozialdemokraten an dem Angela Merkel senger Chrëschtdemokratescher Unioun gëtt.	0
2266	Véierzéng Gäscht a fënnef Crew bloufen krank an isoléiert wéi d'Schëff zu Port Everglades Florida ukomm ass laut enger Erklärung vu Carnival Cruise Lines eng Mark vu Carnival Corp.	D'Carnival Cruise Lines ass eng Mark vu Carnival Corp.	1
2267	Adresséiert eng Funktioun hei organiséiert vun der Nationaler Mënscherechtskommissioun (NHRC) sot den Anand déi gréissten an dréngendsten Erausfuerderunge vun de Mënscherechter an Indien waren an de Beräicher vun der Mutter- a Kannerbetreiung Kannerausbildung Kanneraarbecht Kannermëssbrauch a Schutz vun Minoritéiten a méi schwaache Sektiounen.	Amnesty International këmmert sech ëm d'Mënscherechter.	0
2268	Den Nobelkomitee sot an enger Erklärung datt "dauerhafte Fridden net erreecht ka ginn ausser datt grouss Bevëlkerungsgruppen Weeër fannen fir aus der Aarmut ze briechen."	Den Nobelcomité plangt d'Leit ze hëllefen aus der Aarmut ze briechen.	0
2269	Bewaffnete Police gouf am UCL Spidol no bei Warren Street Tube Gare ofgesat no Berichter vun engem Verdächtegen deen an d'Spidol koum. Et gouf spekuléiert datt ee vun de Bommeleeër blesséiert wier a sech an d'Spidol gesicht huet. E Spriecher vum Scotland Yard huet gesot: "Mir hu mat engem Tëschefall am University College Hospital ze dinn a mir hunn do bewaffnet Offizéier agesat. Mir kënnen an dësem Stadium net méi an Detailer goen." Eng UCL Spriecherin huet bestätegt datt eng E-Mail un d'Personal geschéckt gouf fir datt se op der Sich no de Verdächtege sinn. Um 16:00 huet e Spriecher vun der Metropolitan Police bestätegt datt den Tëschefall eriwwer war awer bewaffnet Police ass 30 Minutte méi spéit an d'Spidol zréckgaang fir d'Raimlechkeeten ze sichen. D'Police huet elo och bestätegt datt dëst net mat den Explosiounen ze dinn huet.	D'Police mellt datt et eng Explosioun an der Tube Gare gouf.	0
2270	D'Decisioun vun Usbekistan war déi lescht Entwécklung am diplomatesche Fallout mat Washington iwwer d'US Kritik iwwer e gewalttätege Réckschlag géint Anti-Regierungsdemonstranten am leschte Mee.	Usbekistan protestéiert géint Washington.	0
2271	D'Weltleit hunn en Donneschdeg Bedenken ausgedréckt datt Nordkorea sechs-Partei Nuklear Ofrüstungsverhandlunge wäert ophalen an hiren Atomwaffenarsenal stäerken.	Weltleit hunn Nordkorea veruerteelt fir aus de Gespréicher ze zéien.	0
2272	Mënschen hunn bemierkenswäert Schluechte am Krich géint Infektioun gewonnen - an Antibiotike sinn nach ëmmer mächteg Waffen - awer d'Natur huet d'Evolutioun op senger Säit an de Krich géint bakteriell Krankheeten ass op kee Fall eriwwer.	Bakterien gewannen de Krich géint Antibiotike.	0
2273	Déi norwegesch Zeitung Dagbladet huet en Artikel iwwer d'"Intoleranzsäit" gedréckt.	Dagbladet ass eng norwegesch Zeitung.	1
2274	Bommen explodéiert an zwou tierkesche Stied en Donneschdeg nëmmen Deeg ier d'Tierkei Gaascht fir en NATO-Sommet spillt.	D'Tierkei spillt Gaascht fir Selbstmordattentäter.	0
2275	An Afrika haut kréien d'Majoritéit vun de infizéierte Leit HIV mat der Zäit wou se an hiren 20er oder 30er sinn a stierwen am Duerchschnëtt bannent zéng Joer.	20-30 Prozent vun de Leit déi mat HIV infizéiert sinn liewen an Afrika.	0
2276	De Premier Jos Manuel Duro Barroso demissionéiert. Hie soll spéider am Joer d'Presidence vun der Europäescher Kommissioun iwwerhuelen (d'Europaparlament stëmmt hien den 22. Juli).	Neie portugisesche Premier gëtt gewielt.	0
2277	De Stefano Falconi Direkter vu Finanzen am Massachusetts Institute of Technology (MIT) ass mam Carnegie Mellon als säi Vizepresident fir Administratioun a Chief Financial Officer ugeschloss. De Falconi ass den Erfolleg vum Jeff Bolton deen d'Universitéit de leschte Juli verlooss huet fir Finanzchef bei der Mayo Foundation zu Rochester Minn ze ginn.	De Massachusetts Institute of Technology (MIT) ernennt de Stefano Falconi als Chief Financial Officer.	0
2278	Japanesch Drogenhersteller probéieren elo ëmfaassend onofhängeg Operatiounen a Fuerschung an Entwécklung Produktioun a Marketing ze bauen.	Et gi Firmen déi d'Gestioun vun hire Fuerschungs- an Entwécklungsprozesser opgedeelt hunn.	0
2279	D'Nancy Vine déi Ticketen um Big Sky Drive-in verkeeft siwen Nuechte pro Woch ass eng Duechter vum Donald an Dorothy LeGros - Deel vun der erweiderter Famill déi den Drive-in bedreift.	D'Nancy Vine ass am Geschäft mam Donald an Dorothy LeGros.	1
2280	Hien huet festgestallt datt et 1.678 illegal Stëmme bei de Wahle waren awer hie sot datt d'Republikaner kee richtege Beweis geliwwert hunn datt illegal Stëmme Gregoire profitéieren.	Déi meescht vun den illegale Stëmmen déi bei de Wahlen ofginn goufen sinn un de Gregoire gaangen.	0
2281	Fest : "In the Name of the Father" en Oscar-Kandidat mam Daniel Day-Lewis als e Mann deen falsch veruerteelt gouf fir eng IRA Bombardement huet de Golden Bear Award fir de beschte Bild Méindeg um Berlin International Film Festival gewonnen.	De Berliner Internationale Filmfestival gëtt de Gëllene Bier ausgezeechent.	1
2282	Ukënnegt fréi Mëttwoch de Moien um Nokia's GoEvent an engem Plang fir d'Recetten vun der Firma auszebauen entwéckelt Finnland-baséiert Firma Nokia Inc. Den Telefon gëtt erwaart bis 2008 verfügbar ze sinn. Déi meescht vun de Funktiounen sinn déiselwecht wéi déi vum iPhone. Si enthalen Musek Spiller a vill aner Funktiounen och déi déi den iPhone net hunn. Ovi (op Finnesch Bedeitung "Dier") wäert d'Dier fir méi wéi 2 Millioune Lidder a Spiller sinn fir erofzelueden op den neien Apparat. D'Benotzer kënnen drahtlos an hirem eegenen Heem eroflueden oder iwwerall wou et Zougang zu engem Computer gëtt.	Nokia ass eng Firma baséiert a Finnland.	1
2283	Australian Broadcasting Company (ABC) Televisiounschef Sandra Levy huet opgehalen fir den Direkter vun der Entwécklung fir "Channel Nine" ze ginn. Hir nei Roll soll sech op Drama konzentréieren. ABC Managing Director Russell Balding sot datt d'Madame Levy d'Publikum op "historesch eemolegen" Niveauen opgehuewe huet. Wéi och ëmmer d'Madame Levy ass während hirer ABC Amtszäit ënner Feier komm fir eng ze konservativ programméiere Approche fir grouss Neiegkeeten - notamment eng lues Äntwert op d'Ofdeckung vum Dezember 2004 südasiateschen Tsunami. Si gouf kritiséiert fir ze refuséieren regelméisseg Programméierungen ze ënnerbriechen fir op breaking news Berichter ze goen.	Sandra Levy schafft fir Channel Nine.	1
2284	De Sheehan deem säi 24 Joer ale Jong de Casey d'lescht Joer am Irak gestuerwen ass huet hir Antikriegsdemonstratioun laanscht d'Strooss zu Crawford Texas de 6. August ugefaang a verlaangt mam President ze treffen.	D'Madame Sheehan deem säi Jong d'lescht Joer an engem Attack am Irak ëmbruecht gouf huet hire Camp Donneschdeg verlooss fir Los Angeles bei hirer Mamm ze sinn Shirley Miller déi e Schlaganfall erlidden huet.	0
2285	De Superintendent Frank Goodyer dee vu sengen eegenen Offizéier am Wagga Wagga Local Area Command gefaange gouf gouf ugeklot fir mat méi wéi 45 km/h iwwer d'Vitesselimit ze fueren huet seng automatesch Lizenz fir sechs Méint suspendéiert a mat enger Geldstrof vun A $ 1674. Et gouf vun der Sydney Radiosender 2GB gemellt datt et de Superintendent Frank Goodyer war als Offizéier dee vu sengen eegenen Offizéier gefaange gouf nodeems d'New South Wales Police eng Medienverëffentlechung verëffentlecht huet déi den Offizéier net genannt huet dee gefaange gouf.	De Frank Goodyer gouf iwwer d'Vitesse gefuer.	1
2286	D'Policequelle soten datt während der Bommenattack mam Shining Path involvéiert sinn zwee Leit blesséiert goufen.	Zwee Persoune goufe vun enger Bomm blesséiert.	1
2287	Bagdad huet ugekënnegt datt et komplett mat der UNSCOM kooperéiere wäert awer uginn datt et net fir hiren Depart froe wäert.	Bagdad wäert seng Kooperatioun mat UNSCOM ophalen a wëll datt se fortgoen.	0
2288	D'Propriétairë vun der Phinda der südafrikanescher Conservation Corporation konnten net fir eng besser Reklamm fir hir Philosophie vum Naturschutz bezuelen: eng Leit-baséiert Approche fir d'Conservatioun déi an Afrika lues a lues an Afrika wënnt well d'Spillreserven ëmmer méi ënnerkommen Bedrohung vun hongereg aarm a rosen lokal Populatiounen.	Déi südafrikanesch-baséiert Conservation Corporation bedroht d'lokal Bevëlkerung.	0
2289	De Jet huet 152 Touristen aus Martinique gedroen no enger Woch a Panama zréck heem hunn d'Beamten gesot.	De Fliger war zréck op déi franséisch Karibik Insel Martinique vu Panama.	1
2290	Op d'mannst 58 Leit sinn elo dout als Resultat vun de rezenten Iwwerschwemmungen am Yemen an op d'mannst 20.000 am Land hunn keen Zougang zu Ënnerstand. Fënnef Leit ginn och vermësst. D'Yemeni Regierung huet verpflicht Zelter ze schécken fir den Obdachlosen ze hëllefen. D'Iwwerschwemmungen entstinn duerch de rezente staarke Reen am Yemen deen als Schock koum well d'Land nëmmen e puer Zentimeter Reen pro Joer kritt.	Heescht Reen huet zu Iwwerschwemmungen am Yemen gesuergt.	1
2291	De Buergermeeschter Michael Bloomberg schénge ambivalent zu der Ännerung a sot: "Ech géif gär gesinn datt et de Freedom Tower bleift awer et ass hiert Gebai a si brauche mech net drop ze dumpen. Wann se d'ganz Saach kënne lounen andeems se den Numm änneren Ech denken si wäerten dat maachen a si wahrscheinlech aus enger verantwortungsvoller Siicht sollen.Vun enger patriotescher Siicht wäert et en Ënnerscheed maachen?".	De Freedom Tower gehéiert dem Michael Bloomberg.	0
2292	Den Hubble hëlleft den Astronomen den Alter vum Universum präzis ze berechnen andeems se genee Distanzen zu Galaxien ubidden eng wichteg Viraussetzung fir den Alter ze berechnen. Den Hubble moosst d'Distanz zu de Nopeschgalaxien andeems se genee "Meilepostmarker" fannen eng speziell Klass vu pulséierende Stäre genannt Cepheid Variablen. Dës am Tour gi benotzt fir méi Remote Milepost Marker ze kalibréieren.	Hubble entdeckt schwaarz Lächer.	0
2293	De Clint Brown Sportspresentateur fir 3 News op TV3 an Neuseeland huet demissionéiert am Zesummenhang mat de Beschëllegungen datt hien en Taxichauffer mëndlech attackéiert hat wat dozou gefouert huet datt hien an d'Spidol opgeholl gouf mat enger Concussioun an enger gebrach Aen Socket. TV3 huet bestätegt datt si d'Demissioun vum Brown ugeholl hunn. De Rick Friesen Chief Operating Officer vun der TV Works Divisioun vu CanWest MediaWorks NZ déi TV3 bedreift sot: "Mir wëllen dem Clint seng bedeitend Fäegkeeten als Sportssender unerkennen a soen him Merci fir seng 17 Joer vu ganz treie Service un TV3. Clint Brown ass e passionéierte Neiséiland Sportsfan an hien war un der Spëtzt vun e puer vun de gréisste Sportsmomenter vun Neuseeland.	De Rick Friesen ass bei CanWest MediaWorks NZ beschäftegt.	1
2294	Dem BBC säin Tim Franks seet datt frustréiert britesch Diplomaten insistéieren datt et e puer Erreeche goufen awer et ass keen Zweiwel datt déi weider Verspéidung beim Accord iwwer e Budget fir d'EU iwwer all Diskussioun hänkt.	Diplomaten si sech iwwer EU-Budget eens.	0
2295	Leit déi daf sinn oder Hörbehënnerungen hunn déi blann sinn oder Visiounsbehënnerungen hunn an déi mat Mobilitéitsbehënnerungen kënnen an engem Noutfall eenzegaarteg Erausfuerderunge stellen. Hir Fäegkeet fir e Feier z'entdecken oder seng Effekter ze entkommen kann duerch hir Behënnerungen behënnert ginn. Als Resultat si Leit mat dëse Behënnerungen e méi grousst Risiko vum Doud oder Verletzung duerch Feier.	Daaf Leit stousse Problemer an der sozialer Gemeinschaft.	0
2296	Mëttlerweil an engem exklusiven Interview mat engem TIME Journalist déi éischt Een-op-een Sessioun zu enger westlecher Printpublikatioun zënter senger Wahl als President vum Iran fréier dëst Joer huet den Ahmadinejad d'"Bedrohung" attackéiert fir d'Fro vun der Iraner nuklearer Aktivitéit ze bréngen un den UNO Sécherheetsrot vun den USA Frankräich Groussbritannien an Däitschland.	Ahmadinejad ass e Bierger vum Iran.	1
2297	De Ball huet eng lescht Kéier an d'Coupe gefall fir Birdie wouduerch de Retief Goosen méi wéi nëmmen den eenzegen Iwwerliewenden vu Par op Pinehurst Nr.	De Goosen huet fir d'Ofschlossronn eng kombinéiert 25-iwwer Par gepackt.	0
2298	De Kierper vum Satomi Mitarai gouf vun engem Enseignant fonnt nodeems hiren Ugräifer a bluddege Kleeder an d'Klass zréckkoum.	Dem Mitarai säi Kierper gouf vun engem Enseignant fonnt nodeems hire Killer zréck an hire Klassesall mat Blutt bedeckt ass.	1
2299	D'kanadesch Deputéiert Belinda Stronach 40 huet gemellt mam kanadeschen Hockey Star Tie Domi gefuddelt. Domi a seng Fra waren haut viru Geriicht gescheed a béid hunn elo eng temporär Siidlung an hirer Scheedungsprozedur erreecht manner wéi eng Stonn ier de Fall virum Toronto Superior Geriichtshaff soll héieren ginn. Stronach refuséiert d'Scheedung ze kommentéieren oder ze soen ob si dem Domi seng Bestietnes "wrecked" huet. "Wann et net fir d'Affär vu mengem Mann mam Belinda wier géife mir keng Scheedung kréien" sot d'Leanne dem Toronto Star an engem Interview gëschter Owend. Dem Domi seng Fra huet behaapt datt de fréiere Toronto Maple Leaf Spiller hir gesot huet wa si net en Affekot astellen hie géif hir $ 1 Millioun a boer an en $ 15 Milliounen Haus ginn wa si iwwer seng Affär mam Stronach roueg bleift. Wann si awer en Affekot kontaktéiert géif si "näischt kréien."	D'Leanne war mam Tie Domi bestuet.	1
2300	De Kaspars Ruklis Presseoffizier an der Ambassade vun den USA huet dem Baltic News Service gesot datt d'Madame Bush gewielt huet fir d'Besetzung vu Lettland ze besichen.	Kaspars Ruklis schafft fir d'USA Ambassade.	1
2301	D'Industrial and Commercial Bank of China Ltd. huet e Freideg $ 1907 Milliarde gesammelt nodeems se hir initial ëffentlech Offer op HK $ 307 (39 Cent) den Top Enn vu senger indikativer Präisbereich geprägt huet fir déi weltgréisste IPO ze ginn.	D'Fusioun vu japanesche Banken erstellt déi gréisste Bank vun der Welt.	0
2302	D'Seeljuegd ass eng Traditioun an Norwegen fir Dausende vu Joer awer ass zënter kuerzem erofgaang mat nëmmen ongeféier d'Halschent vun der jährlecher 1.200 Quote déi all Joer ëmbruecht ginn.	Seal-Juegd bedroht Arten.	0
2303	Militäresch Bezéiungen tëscht deenen zwee Länner goufen offiziell vun engem Waffenembargo regéiert dee vu Groussbritannien op Argentinien opgesat gouf.	Groussbritannien huet en Aarmembargo behalen.	1
2304	Wéi d'Leader an Argentinien versammelen viru dëse Weekend regional Gespréicher benotzt den Hugo Chávez de Venezuela populistesche President en Energiewindfall fir Frënn ze gewannen a seng Visioun vum Sozialismus vum 21.	Chávez ass en Unhänger vum Sozialismus.	1
