index,sentence1,sentence2,label
533,De Joe huet säin Haus verkaf an en neit e puer Meile wait ewech kaaft. Hie wäert en Donneschdeg an et plënneren.,Hie wäert en Donneschdeg an dat alt Haus plënneren.,0
534,Dem Pam seng Eltere sinn heemkomm an hunn se beim Sex mat hirem Frënd dem Paul erwëscht. Si hu sech dowéinst genéiert gefillt.,Dem Pam seng Eltere hu sech genéiert gefillt.,0
535,De Sam huet Nohëllef vum Adam krut well hien et gäre fléissend géif schwätzen.,Den Adam géif et gäre fléissend schwätzen.,0
536,De John huet dem Bill gesot ze goen also ass en eng Stonn méi spéit fortgaang.,Den John ass fortgaang.,0
537,Den Här Moncrieff huet dem Chester säi luxuriéist Appartement zu  New York besicht a mengt datt et sengem Jong Edward gehéiert. Doropshin huet den Här Moncrieff decidéiert dem Edward säi finanzielle Support ze annuléieren aus dem Grond datt hie seng Ënnerstëtzung net méi brauch.,Hie braucht dem Edward seng Ënnerstëtzung net méi.,0
540,Den Iesel huet sech gewënscht datt eng Waarzel op séngem hënneschte Been géif verschwannen an dat huet se gemaach.,Den Iesel huet sech gewënscht datt eng Waarzel op séngem hënneschte Been géif verschwannen an dat huet d'Been gemaach.,0
541,Well den Chester vum Monni Vernon ofhängeg war konnt hie sech net bestueden ouni séng Zoustëmmung.,Hie konnt sech net bestueden ouni dem Monni Vernon seng Zoustëmmung.,1
542,D'Madonna huet hir Trainerin entlooss well si hire Frënd net ausstoe konnt.,D'Trainerin konnt hire Frënd net ausstoen.,0
543,De Bill huet dem John de Gameboy ginn well säin Tour eriwwer war.,Dem John sain Tour war eriwwer.,0
544,De Papp huet de schlofende Jong a seng Wéi gedroen.,De Papp huet de schlofende Jong an d'Wéi vum Jong gedroen.,1
546,Et ass e Lach an der Mauer. Dir gesitt de Gaart hannendrun.,Dir kënnt de Gaart hannert dem Lach gesinn.,0
547,Fréier huet de Larry dem Papp mat senger Aarbecht gehollef. Awer hie konnt him elo net hëllefen well de Papp sot datt säi Patron bei der Eisebunnsfirma net wollt datt aner Leit wéi hien am Büro schaffen.,Dem Larry säi Patron bei der Eisebunnsfirma net wollt datt aner Leit wéi hien am Büro schaffen.,0
548,D'Maria huet hir Flütt erausgeholl an eent vun hire Liiblingsstécker gespillt. Si hat et gär säit si e Kand war.,Si hat d'Flütt gär säit si e Kand war.,0
549,Wéi se sech schliisslech e bësse berouegt hunn an heemkomm sinn huet den Här Farley de magesche Kiselsteen an e Safe geluet. Enges Dags wëlle se e benotzen awer fir de Moment wat méi kéinte se sech wënschen?,Enges Dags wëlle se de magesche Kiselsteen benotzen,1
551,De Mann huet de Jong op seng Schëllere gehuewen.,De Mann huet de Jong op d'Schëllere vum Jong gehuewen.,0
552,De Liwwerwon ass laanscht de Schoulbus gerannt well e sou lues war.,De Schoulbus war sou lues.,0
553,Si hunn eng Ukënnegung iwwerdroen awer e Metro koum an d'Gare eran an ech konnt se net héieren.,Ech konnt d'Ukënnegung net héieren.,1
554,De Papa huet erof op d'Gesiichter vun de Kanner gekuckt elo sou verwonnert an traureg. Et war schlëmm genuch datt se missten esou vill Saache refuséiert kréien well hie konnt se sech net leeschten.,Et war schlëmm genuch datt d'Kanner sou vill Saache missten refuséiert kréien well hie konnt se sech net leeschten.,1
555,Mir sinn op de Séi gaang well en Hai bei der Plage um Ozean gesi gouf also war et eng méi secher Plaz fir ze schwammen.,Den Ozean war eng méi secher Plaz fir ze schwammen.,0
556,De Frank war rosen op den Tom well den Toaster deen hien him verkaaft huet net funktionnéiert.,Den Toaster den den Tom him verkaf huet funktionéiert net.,1
557,Meng Versammlung huet um 4:00 ugefaang an ech hu missen den Zuch um 4:30 huelen sou datt mir net vill Zäit haten. Glécklecherweis hat e Verspéidung sou datt ech e krut hunn.,Den Zuch hat Verspéidung sou datt ech e krut hunn.,1
558,Et ass e Lach an der Mauer. Dir kënnt de Gaart doduerch gesinn.,Dir kënnt de Gaart duerch d'Lach gesinn.,1
560,D'Grace war frou hire Pullover fir meng Jackett ze tauschen. Si fënnt se gesäit super aus.,D'Jackett gesäit super aus.,1
561,De Lionel hält e Wëssenschaftler den Dr Vardi gefaangen deen en Apparat erfonnt huet den Déieren onsichtbar mëcht; de Lionel plangt e beim Geoffrey anzesetzen an hien ze schécken fir Nuklearmaterial aus engem Arméistresor ze klauen.,De Lionel plangt en beim Geoffrey anzesetzen an de Dr Vardi ze schécken fir Nuklearmaterial aus engem Arméistresor ze klauen.,0
562,De Fred huet Fernseh gekuckt während den George ënnerwee war fir Liewensmëttel ze kafen. No enger Stonn ass hien opgestan.,Den Fred ass opgestan.,1
563,Ech hunn dat schwéiert Buch op den Dësch geluecht an en ass gebrach.,Den Dësch ass gebrach.,1
564,Mir hu gehofft Kopie vun eisem Newsletter op all d'Still am Festsall ze placéieren awer et waren einfach ze vill vun hinnen.,Et waren einfach ze vill Still.,1
565,Dem Sam seng Zeechnung gouf just iwwer dem Tina séng opgehaangen gelooss an se huet vill besser ausgesinn mat enger anerer driwwer.,Dem Tina seng Zeechnung huet vill besser ausgesinn mat enger anerer driwwer.,1
566,Dem Emma seng Mamm war viru laanger Zäit gestuerwen an hir Ausbildung gouf vun enger exzellenter Fra als Erzéierin gemanagt.,Dem Emma seng Ausbildung gouf vun enger exzellenter Fra als Erzéierin gemanagt.,1
567,Den John huet de Bill engagéiert fir sech ëm hien ze këmmeren.,Den John huet de Bill agestallt fir sech ëm den John ze këmmeren.,1
568,De John huet dem Bill gesot ze goen also ass en eng Stonn méi spéit fortgaang.,Den Bill ass fortgaang.,1
569,D'Susan weess alles iwwer dem Ann seng perséinlech Problemer well si indiskret ass.,Ann ass indiskret.,1
570,Archeologen hunn geschlussfolgert datt Mënschen virun 20.000 Joer zu Laputa gelieft hunn. Prähistoresch Mënschen hunn Beweiser op de Flossbänken gesicht.,Archeologen hunn Beweiser op de Flossbänken gesicht.,0
571,D'Schëlter iwwer den Dieren vun de Geschäfter haten Biller déi uweisen wéi eng Aarbecht bannen gemaach gouf. Och wa méi a méi Leit geléiert hunn ze liesen hat all Handwierker ëmmer nach e Schëlt fir ze verhënneren e eventuelle Client ze verléieren just well hien zoufälleg net liese konnt.,All Handwierker hat ëmmer nach e Schëlt fir ze verhënneren e eventuelle Client ze verléieren just well de Handwierker zoufälleg net liese konnt.,0
572,D'Patrone sinn an der Stad bliwwen fir hir Geschäfter ze bedreiwen an hunn an de Raim hannert hinnen gelieft.,D'Patronen sinn an der Stad bliwwen fir hir Geschäfter ze bedreiwen an hunn an de Raim hannert de Raim gelieft.,0
573,D'Jane huet un der Susan hir Dier geklappt awer et gouf keng Äntwert. Si war enttäuscht.,D'Jane war enttäuscht.,1
574,D'Jane huet un der Susan hir Dier geklappt awer et gouf keng Äntwert. Si war enttäuscht.,Susan war enttäuscht.,0
576,D'Skulptur ass aus dem Regal gerullt well se net verankert war.,D'Regal war net verankert.,0
577,D'Wëssenschaftler studéieren dräi Spezies vu Fësch déi kierzlech am Indeschen Ozean fonnt goufen. Si si virun zwee Joer opgetaucht.,D'Fësch si virun zwee Joer opgetaucht.,1
578,D'Alice huet d'Wunnzëmmer gestëbst a versicht de Knapp ze fannen deen d'Mama verstoppt hat. Keng Zäit haut fir al Biller an hirem Liiblingsfotoalbum ze kucken. Haut huet si e Knapp misse sichen also huet si den Album op e Stull geluecht huet ouni en opzemaachen.,Si huet den Album op e Stull geluecht ouni de Knapp opzemaachen.,0
579,D'Police huet all d'Gangmembere festgeholl. Si hu probéiert den Drogenhandel an der Noperschaft ze bedreiwen.,D'Gangmemberen hu probéiert den Drogenhandel an der Noperschaft ze bedreiwen.,1
580,Ech kann dee Bam net mat där Aaxt fällen; se ass ze kleng.,De Bam ass ze kleng.,0
581,D'Sonn war de ganze Moie vun enger décker Wollek bedeckt awer zum Gléck wéi de Picknick ugefaang huet war se fort.,D'Wollek war fort.,1
582,De Wee zum Séi war blockéiert sou datt mir en net erreeche konnten.,Mir konnten de Wee net erreechen.,0
583,De Fred an d'Alice hate ganz waarm Plommemäntel awer si waren net genuch fir d'Keelt an Alaska.,De Fred an d'Alice waren net genuch fir d'Keelt an Alaska.,0
584,Den Thomson huet dem Cooper säi Graf am Joer 1765 besicht. Zu deem Datum war hie fënnef Joer ënnerwee.,Den Thomson war scho fënnef Joer ënnerwee.,1
585,De Mann huet de Jong op säi Bett gehuewen.,De Mann huet de Jong op d'Bett vum Mann gehuewen.,0
586,Den Dan huet den Récksëtz geholl wärend de Bill de viischte Sëtz beusprocht huet well seng "Dibs!" méi lues war.,Den Dan huet de Récksëtz geholl wärend de Bill de viischte Sëtz beusprocht huet well dem Dan seng "Dibs!" méi lues war.,1
587,D'Fra huet d'Meedche géint hire Wëlle festgehal.,D'Fra huet d'Meedche géint de Wëlle vum Meedche festgehalen.,1
588,Ech hunn kee Läffel fonnt dofir hunn ech probéiert e Bic ze benotzen fir mäi Kaffi ze réieren. Awer dat war eng schlecht Iddi well e war herno voll mat Kaffi.,De Bic war herno voll mat Kaffi.,1
590,Wéi den Ollie den Tommy op déi laang Trap erop gedroen huet krut hie séng Been wéi.,Dem Ollie krut séng Been wéi.,1
591,D'Dr Adams informéiert d'Kate datt si an d'Pensioun gaang ass an huet verschidde Méiglechkeete fir zukünfteg Behandlunge presentéiert huet.,D'Dr Adams ass an d'Pensioun gaang an huet verschidden Méiglechkeete fir zukünfteg Behandlungen presentéiert.,1
592,Ech hunn Waasser aus der Fläsch an d'Tas gegoss bis se voll war.,D'Fläsch war voll.,0
593,Meng Versammlung huet um 4:00 ugefaang an ech hu missen den Zuch um 4:30 huelen sou datt mir net vill Zäit haten. Glécklecherweis war se kuerz sou datt ech e krut hunn.,Den Zuch war kuerz sou datt ech e krut hunn.,0
594,De Sam huet probéiert e Bild vu Schofhiirte mat Schof ze molen awer si hunn am Endeffekt méi wéi Hënn ausgesinn.,D'Schofhiirten hunn am Endeffekt méi wéi Hënn ausgesinn.,0
595,D'Alice huet frenetesch probéiert hir Duechter dovun ofzehalen op der Party ze birelen a mir hunn eis d'Fro gestallt firwat si sech sou komesch beholl huet.,D'Alice huet sech sou komesch beholl.,0
596,Dem Emma seng Mamm war viru laanger Zäit gestuerwen an hir Plaz gouf vun enger exzellenter Fra als Erzéierin ageholl.,Dem Emma seng Plaz gouf vun enger exzellenter Fra als Erzéierin ageholl.,0
597,D'Maria huet hir Flütt erausgeholl an eent vun hire Liiblingsstécker gespillt. Si hat se säit si e Kand war.,Si hat d'Stéck säit si e Kand war.,0
598,Den Tom huet dem Ray säi Schoulsak erofgeheit nodeems hien uewen op der Trap ukomm ass.,De Tom ass uewen op der Trap ukomm.,1
601,De Fred ass deen eenzege liewege Mann dee mäin Urgrousspapp kannt huet. Hie war e bemierkenswäerte Mann.,De Fred war e bemierkenswäerte Mann.,0
602,De Joe huet den Detektiv bezuelt nodeems hien de leschte Bericht iwwert de Fall krut.,Den Detektiv krut de leschte Bericht iwwert de Fall.,0
603,D'Anna huet beim Test vill méi schlecht ofgeschnidden wéi hir gutt Frëndin Lucy well hatt sou vill geléiert huet.,D'Lucy hat sou vill geléiert.,1
604,All Dag nom Iessen huet den Här Schmidt e laangt Nickerchen gehalen. De Mark géif hien eng Stonn schlofe loossen hien dann erwächen hie vernennen an en op d'Aarbecht schécken. Hie misst hien dozou bréngen säi Konschtwierk fäerdeg ze maachen well seng Konschtwierker ware schéin.,Dem Mark seng Konschtwierker ware schéin.,0
605,De Paul huet probéiert den George um Telefon ze errechen awer hie war net verfügbar.,De George war net verfügbar.,0
607,D'Dakota Prärie louch sou waarm an hell ënner der schéngender Sonn datt et net méiglech geschéngt huet datt se jeemools vum Wand an dem Schnéi vun deem haarde Wanter geplot war.,Et huet net méiglech geschéngt datt d'Sonn jeemools vum Wand an dem Schnéi vun deem haarde Wanter geplot war.,0
608,Déi al Schüler hunn déi méi jonk gemobbt also hu mir se bestrooft.,Mir hunn déi méi jonk Schüler bestrooft.,0
609,Vill Leit fänken un dem Paul seng Bicher ze liesen a kënnen se net nidderleeen. Si si populär well de Paul sou gutt schreiwe kann.,D'Leit si populär well de Paul sou gutt schreiwe kann.,0
610,De Frank war rosen op den Tom well den Toaster deen hien bei him kaaft huet net funktionnéiert.,Den Toaster den den Tom bei him kaaft huet funktionéiert net.,0
611,Et gëtt eng Sail tëscht mir an der Bühn an ech gesinn se net.,Ech gesinn net ronderëm d'Sail.,0
612,D'Ann huet d'Maria gefrot um wéivill Auer d'Bibliothéik zougeet awer se huet et vergiess.,D'Ann hat et vergiess.,0
615,D'Wëssenschaftler studéieren dräi Spezies vu Fësch déi kierzlech am Indeschen Ozean fonnt goufen. Si hunn virun zwee Joer domatt ugefaang.,D'Wëssenschaftler hunn virun zwee Joer domatt ugefaang.,1
616,Dem Emma seng Mamm war viru laanger Zäit gestuerwen an hir Ausbildung gouf vun enger exzellenter Fra als Erzéierin gemanagt.,Dem Emma seng Mamm hir Ausbildung gouf vun enger exzellenter Fra als Erzéierin gemanagt.,0
617,De Sid huet dem Mark seng Theorie erkläert awer hie konnt hien net verstoen.,De Mark konnt hien net verstoen.,1
618,Ech souz do éischter wéi en Typ iwwer deen ech eemol an engem Buch gelies hunn deen en anere Käerel ëmbruecht huet an de Kierper ënner dem Iessdësch verstoppt huet an duerno d'Stëmmungskanoun vun enger Dinnerparty misste sinn mat dem dodrënner déi ganzen Zäit.,Hien huet d'Stëmmungskanoun vun enger Dinnerparty misse sinn matt der Stëmmungskanoun dodrënner déi ganzen Zäit.,0
619,Den Jim huet de Kevin getréischt well hie sou opbruet war.,De Jim war sou opbruet.,0
620,Et ass net einfach déiselwescht Distanz tëscht Knapplächer anzehalen an et ass ganz schwéier se genau déi richteg Gréisst auszeschneiden. De klengste Rutscher matt der Schéier mécht d'Lach ze grouss an just een ongeschniddene Fuedem mëcht et ze kleng.,Just een ongeschniddene Fuedem mëcht d'Lach ze kleng.,1
622,De John konnt d'Bühn net mam Billy viru sech gesinn well hien esou grouss ass.,De Billy ass sou grouss.,1
623,Wärend si him op de Réck geklappt huet huet d'Fra d'Meedchen ugelaacht.,Wärend si dem Meedchen op de Réck geklappt huet huet d'Fra d'Meedchen ugelaacht.,1
624,Ech hunn eng al Lomp benotzt fir d'Messer ze botzen an dunn hunn ech en an d'Dreckskëscht geheit.,Ech hunn d'Messer an d'Dreckskëscht geheit.,0
625,Well et gereent huet hunn ech d'Zeitung a mengem Rucksak gedroen fir se dréchen ze halen.,Ech hunn d'Zeitung a mengem Rucksak gedroen fir de Rucksak dréchen ze halen.,0
626,D'Skulptur ass aus dem Regal gerullt well et net riit war.,D'Regal war net riit.,1
627,D'Madonna huet hir Trainerin entlooss well si hire Frënd net ausstoe konnt.,D'Madonna konnt hire Frënd net ausstoen.,1
629,De Sam an d'Amy si leidenschaftlech anenaner verléift awer dem Amy seng Eltere sinn onglécklech driwwer well se fofzéng sinn.,De Sam an d'Amy si fofzéng.,1
630,Wéi den Tommy seng Glace fale gelooss huet huet den Timmy gegiggelt sou datt de Papp hie mattledeg ugekuckt huet.,De Papp huet den Timmy mattledeg ugekuckt.,0
631,De Mark huet dem Pete vill Ligen iwwer sech selwer erzielt wat de Pete a sengem Buch abegraff huet. Hie hätt méi skeptesch solle sinn.,De Pete hätt méi skeptesch solle sinn.,1
632,Den Tom sot "Schach" zum Ralph wéi hie säi Leefer geholl huet.,Den Tom sot "Schach" zum Ralph wéi hien de Leefer vum Tom geholl huet.,0
633,Dem Emma seng Mamm war viru laanger Zäit gestuerwen an hir Plaz gouf vun enger exzellenter Fra als Erzéierin ageholl.,Dem Emma seng Mamm hir Plaz gouf vun enger exzellenter Fra als Erzéierin ageholl.,1
634,Och wa si ongeféier déiselwecht Geschwindegkeet gelaf sinn huet de Sue d'Sally geschloen well hatt sou e schlechte Start hat.,D'Sally hat sou e schlechte Start.,1
